mp-id,formula,atomic_numbers
mp-1183978,Ga3Sn,"[31, 31, 31, 50]"
mp-1147702,Li(CuO)3,"[3, 29, 29, 29, 8, 8, 8]"
mp-754940,Ba3SiO,"[56, 56, 56, 14, 8]"
mp-632319,CsH,"[55, 1]"
mp-12598,PrPt3,"[59, 78, 78, 78]"
mp-1001571,CaFeO3,"[20, 26, 8, 8, 8]"
mp-1147710,CsPdCl3,"[55, 46, 17, 17, 17]"
mp-23197,TlI,"[81, 53]"
mp-1094792,Mg3Zr,"[12, 12, 12, 40]"
mp-1094802,MgSn3,"[12, 50, 50, 50]"
mp-1187154,SrIn3,"[38, 49, 49, 49]"
mp-1099259,LiMg3O4,"[3, 12, 12, 12, 8, 8, 8, 8]"
mp-1183636,Ca3Eu,"[20, 20, 20, 63]"
mp-1212637,GaFe3N,"[31, 26, 26, 26, 7]"
mp-1112987,CsAuBr3,"[55, 79, 35, 35, 35]"
mp-989564,LaOsN3,"[57, 76, 7, 7, 7]"
mp-1184785,InGa3,"[49, 31, 31, 31]"
mp-14099,ZnAgF3,"[30, 47, 9, 9, 9]"
mp-1110997,RbAuCl3,"[37, 79, 17, 17, 17]"
mp-567454,NdGa3,"[60, 31, 31, 31]"
mp-1183501,Ca3Cd,"[20, 20, 20, 48]"
mp-10039,Pr3AlC,"[59, 59, 59, 13, 6]"
mp-11254,NdAu,"[60, 79]"
mp-1184275,Eu3Mg,"[63, 63, 63, 12]"
mp-1187471,ThBi3,"[90, 83, 83, 83]"
mp-23303,RbBr,"[37, 35]"
mp-1069774,UBRh3,"[92, 5, 45, 45, 45]"
mp-1186274,Nd3Mg,"[60, 60, 60, 12]"
mp-19328,NaWO3,"[11, 74, 8, 8, 8]"
mp-1186760,SrSn3,"[38, 50, 50, 50]"
mp-1094922,CaMg3,"[20, 12, 12, 12]"
mp-1013549,Ba3BiN,"[56, 56, 56, 83, 7]"
mp-1183729,CeAs3,"[58, 33, 33, 33]"
mp-1076534,RbTaO3,"[37, 73, 8, 8, 8]"
mp-1183183,AcY3,"[89, 39, 39, 39]"
mp-11255,PrAu,"[59, 79]"
mp-8401,CsMgF3,"[55, 12, 9, 9, 9]"
mp-20679,Co3SnC,"[27, 27, 27, 50, 6]"
mp-505766,SrCoO3,"[38, 27, 8, 8, 8]"
mp-21076,EuRh3C,"[63, 45, 45, 45, 6]"
mp-1186755,SrTaO3,"[38, 73, 8, 8, 8]"
mp-11406,Pr3Ga,"[59, 59, 59, 31]"
mp-1186928,SbPd3,"[51, 46, 46, 46]"
mp-20362,Mn3NiN,"[25, 25, 25, 28, 7]"
mp-1002106,HfPd,"[72, 46]"
mp-23299,RbCl,"[37, 17]"
mp-1186278,Nd3Eu,"[60, 60, 60, 63]"
mp-20180,Mn3GeC,"[25, 25, 25, 32, 6]"
mp-11487,LaPt3,"[57, 78, 78, 78]"
mp-1112173,KAuCl3,"[19, 79, 17, 17, 17]"
mp-1195280,Mg64Si31Bi,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 83]"
mp-1008280,CrCo3,"[24, 27, 27, 27]"
mp-1184950,KZrO3,"[19, 40, 8, 8, 8]"
mp-569382,Nd3Ga,"[60, 60, 60, 31]"
mp-1201221,Ag2(RhS)15,"[47, 47, 47, 47, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
mp-1185604,LaCe3,"[57, 58, 58, 58]"
mp-1296,ErB6,"[68, 5, 5, 5, 5, 5, 5]"
mp-1184225,Fe3W,"[26, 26, 26, 74]"
mp-5827,CaTiO3,"[20, 22, 8, 8, 8]"
mp-1013562,Ba3SbAs,"[56, 56, 56, 51, 33]"
mp-1187168,SrEu3,"[38, 63, 63, 63]"
mp-21850,Fe3SnC,"[26, 26, 26, 50, 6]"
mp-1183304,Ba3Na,"[56, 56, 56, 11]"
mp-977107,NaRuO3,"[11, 44, 8, 8, 8]"
mp-862870,LiTcO3,"[3, 43, 8, 8, 8]"
mp-1183062,AcDy3,"[89, 66, 66, 66]"
mp-1095176,Rb3NaH4,"[37, 37, 37, 11, 1, 1, 1, 1]"
mp-1187532,Tl3Au,"[81, 81, 81, 79]"
mp-1096836,Ba3SnS4,"[56, 56, 56, 50, 16, 16, 16, 16]"
mp-997587,La7ScAl8O24,"[57, 57, 57, 57, 57, 57, 57, 21, 13, 13, 13, 13, 13, 13, 13, 13, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
mp-560976,KNiF3,"[19, 28, 9, 9, 9]"
mp-1183761,CeEr3,"[58, 68, 68, 68]"
mp-1094118,Mn3InC,"[25, 25, 25, 49, 6]"
mp-1184733,GdTh3,"[64, 90, 90, 90]"
mp-1187052,Th3Pa,"[90, 90, 90, 91]"
mp-8020,LaTiO3,"[57, 22, 8, 8, 8]"
mp-1187595,YbNiO3,"[70, 28, 8, 8, 8]"
mp-1183834,CeHo3,"[58, 67, 67, 67]"
mp-1185202,KPb3,"[19, 82, 82, 82]"
mp-1183394,BaTmO3,"[56, 69, 8, 8, 8]"
mp-535,Fe4N,"[26, 26, 26, 26, 7]"
mp-22901,KI,"[19, 53]"
mp-1094724,Mg3Sb,"[12, 12, 12, 51]"
mp-1040472,KWO3,"[19, 74, 8, 8, 8]"
mp-977412,EuNiO3,"[63, 28, 8, 8, 8]"
mp-23026,CsAuCl3,"[55, 79, 17, 17, 17]"
mp-1206518,RbFeCl3,"[37, 26, 17, 17, 17]"
mp-978964,Th3Mg,"[90, 90, 90, 12]"
mp-2560,Ti3Hg,"[22, 22, 22, 80]"
mp-12725,NbAgO3,"[41, 47, 8, 8, 8]"
mp-1830,NpTe,"[93, 52]"
mp-13496,ZrPd,"[40, 46]"
mp-1183130,Al3Ag,"[13, 13, 13, 47]"
mp-30353,AgPt3,"[47, 78, 78, 78]"
mp-1185440,Lu3Cd,"[71, 71, 71, 48]"
mp-983237,Ga3Bi,"[31, 31, 31, 83]"
mp-639675,EuCu,"[63, 29]"
mp-570891,KBr,"[19, 35]"
mp-1207302,CsPdF3,"[55, 46, 9, 9, 9]"
mp-1187518,YbTcO3,"[70, 43, 8, 8, 8]"
mp-1186016,Mo3Pt,"[42, 42, 42, 78]"
mp-1022721,AlCu,"[13, 29]"
mp-1009018,InAg,"[49, 47]"
mp-1094786,Sr3Mg,"[38, 38, 38, 12]"
mp-1183288,BaInO3,"[56, 49, 8, 8, 8]"
mp-1210746,MnCo3C,"[25, 27, 27, 27, 6]"
mp-985300,AcEr3,"[89, 68, 68, 68]"
mp-984700,CeY3,"[58, 39, 39, 39]"
mp-1186812,PuTiO3,"[94, 22, 8, 8, 8]"
mp-1186917,SbAu3,"[51, 79, 79, 79]"
mp-982780,K3Cd,"[19, 19, 19, 48]"
mp-1183623,CdCu3,"[48, 29, 29, 29]"
mp-984717,BeNi3,"[4, 28, 28, 28]"
mp-974627,K3Tl,"[19, 19, 19, 81]"
mp-974951,Rb3Hg,"[37, 37, 37, 80]"
mp-1207172,SrPuO3,"[38, 94, 8, 8, 8]"
mp-1006246,CeSm3,"[58, 62, 62, 62]"
mp-1187925,Yb3Cd,"[70, 70, 70, 48]"
mp-754941,EuCrO3,"[63, 24, 8, 8, 8]"
mp-1099824,Ba7Sr(CuO3)8,"[56, 56, 56, 56, 56, 56, 56, 38, 29, 29, 29, 29, 29, 29, 29, 29, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
mp-23289,KCl,"[19, 17]"
mp-1187053,Sm3Eu,"[62, 62, 62, 63]"
mp-975134,KRhO3,"[19, 45, 8, 8, 8]"
mp-10373,Cr3PdN,"[24, 24, 24, 46, 7]"
mp-1017632,Ni3SnN,"[28, 28, 28, 50, 7]"
mp-7425,TbPt,"[65, 78]"
mp-1185539,CeGd3,"[58, 64, 64, 64]"
mp-569125,Mg3In,"[12, 12, 12, 49]"
mp-1076800,BaCuO3,"[56, 29, 8, 8, 8]"
mp-571352,TmB6,"[69, 5, 5, 5, 5, 5, 5]"
mp-1186032,Na3Ca,"[11, 11, 11, 20]"
mp-1094769,Y3Mg,"[39, 39, 39, 12]"
mp-1038837,CeMg3,"[58, 12, 12, 12]"
mp-541376,Ba6Co25S27,"[56, 56, 56, 56, 56, 56, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
mp-1183291,BaErO3,"[56, 68, 8, 8, 8]"
mp-1183142,AcMgO3,"[89, 12, 8, 8, 8]"
mp-11222,Sm3Al,"[62, 62, 62, 13]"
mp-983497,Pa3Zn,"[91, 91, 91, 30]"
mp-1100773,Y3Cd,"[39, 39, 39, 48]"
mp-21652,Sr8CaCu4(ReO8)3,"[38, 38, 38, 38, 38, 38, 38, 38, 20, 29, 29, 29, 29, 75, 75, 75, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
mp-1183704,CoRh3,"[27, 45, 45, 45]"
mp-1185497,LuNi3,"[71, 28, 28, 28]"
mp-1068577,ZrPbO3,"[40, 82, 8, 8, 8]"
mp-11503,MnZn,"[25, 30]"
mp-1183379,BaEu3,"[56, 63, 63, 63]"
mp-11364,TiCu,"[22, 29]"
mp-1075911,RbNbO3,"[37, 41, 8, 8, 8]"
mp-1187447,ThPa3,"[90, 91, 91, 91]"
mp-1183755,CeNd3,"[58, 60, 60, 60]"
mp-999189,Fe3Ni,"[26, 26, 26, 28]"
mp-1183624,Cd3Ni,"[48, 48, 48, 28]"
mp-8037,BaThO3,"[56, 90, 8, 8, 8]"
mp-1186100,NaAg3,"[11, 47, 47, 47]"
mp-1206910,CoAgF3,"[27, 47, 9, 9, 9]"
mp-975019,Rb3Cd,"[37, 37, 37, 48]"
mp-1183969,Cu3Sb,"[29, 29, 29, 51]"
mp-11447,UTe,"[92, 52]"
mp-781625,BaOsO3,"[56, 76, 8, 8, 8]"
mp-532767,K6LiFe24S26Cl,"[19, 19, 19, 19, 19, 19, 3, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17]"
mp-980945,Ti3Nb,"[22, 22, 22, 41]"
mp-1184759,IrPt3,"[77, 78, 78, 78]"
mp-1184940,KTeO3,"[19, 52, 8, 8, 8]"
mp-1186094,Na3Zn,"[11, 11, 11, 30]"
mp-1017591,BaRuO3,"[56, 44, 8, 8, 8]"
mp-20438,PuTe,"[94, 52]"
mp-973958,KRuO3,"[19, 44, 8, 8, 8]"
mp-1187024,Sn3Bi,"[50, 50, 50, 83]"
mp-22461,Fe3Sn,"[26, 26, 26, 50]"
mp-1636,Mn3Sb,"[25, 25, 25, 51]"
mp-1212609,GaPd,"[31, 46]"
mp-758433,AgHg,"[47, 80]"
mp-1185438,Lu3Hg,"[71, 71, 71, 80]"
mp-1016227,LaMg3,"[57, 12, 12, 12]"
mp-19726,Sc3InB,"[21, 21, 21, 49, 5]"
mp-22502,Mn3IrN,"[25, 25, 25, 77, 7]"
mp-754524,CeTiO3,"[58, 22, 8, 8, 8]"
mp-18747,SrMoO3,"[38, 42, 8, 8, 8]"
mp-1187279,Tb3Hg,"[65, 65, 65, 80]"
mp-30475,CaHg11,"[20, 20, 20, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80]"
mp-977123,NaTiO3,"[11, 22, 8, 8, 8]"
mp-1187191,SrScO3,"[38, 21, 8, 8, 8]"
mp-570409,PrAl3,"[59, 13, 13, 13]"
mp-11478,GaAg,"[31, 47]"
mp-1183736,CePr3,"[58, 59, 59, 59]"
mp-1040467,RbOsO3,"[37, 76, 8, 8, 8]"
mp-1178268,GdAlO3,"[64, 13, 8, 8, 8]"
mp-976784,NiAu3,"[28, 79, 79, 79]"
mp-10637,ThSb,"[90, 51]"
mp-1183889,Ce3Gd,"[58, 58, 58, 64]"
mp-981545,Ho3Zr,"[67, 67, 67, 40]"
mp-977408,NbTlO3,"[41, 81, 8, 8, 8]"
mp-20572,NaVF3,"[11, 23, 9, 9, 9]"
mp-1017441,SrRhO3,"[38, 45, 8, 8, 8]"
mp-18841,LaCrO3,"[57, 24, 8, 8, 8]"
mp-1101846,Mg3TiH8,"[12, 12, 12, 22, 1, 1, 1, 1, 1, 1, 1, 1]"
mp-568106,Mg41Al67,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]"
mp-1021668,In3Sb,"[49, 49, 49, 51]"
mp-1187581,TmRu3,"[69, 44, 44, 44]"
mp-1187636,Tm3Hg,"[69, 69, 69, 80]"
mp-7131,PrTe,"[59, 52]"
mp-1184059,Dy3Hg,"[66, 66, 66, 80]"
mp-1183169,AlAgO3,"[13, 47, 8, 8, 8]"
mp-20997,InNi,"[49, 28]"
mp-1187484,TlBi3,"[81, 83, 83, 83]"
mp-982040,KBiO3,"[19, 83, 8, 8, 8]"
mp-1183805,Dy3Zr,"[66, 66, 66, 40]"
mp-1075904,EuFeO3,"[63, 26, 8, 8, 8]"
mp-975664,NdGe3,"[60, 32, 32, 32]"
mp-1013553,Sr3AsP,"[38, 38, 38, 33, 15]"
mp-771055,EuZrO3,"[63, 40, 8, 8, 8]"
mp-1063661,MgNi3,"[12, 28, 28, 28]"
mp-1186046,Na3Mg,"[11, 11, 11, 12]"
mp-1184361,Ga3Pb,"[31, 31, 31, 82]"
mp-975256,Ho3Hg,"[67, 67, 67, 80]"
mp-1184154,Er3Hg,"[68, 68, 68, 80]"
mp-1207183,Mn3AuN,"[25, 25, 25, 79, 7]"
mp-1187250,TaTi3,"[73, 22, 22, 22]"
mp-1075975,EuCoO3,"[63, 27, 8, 8, 8]"
mp-1187304,Tb3Eu,"[65, 65, 65, 63]"
mp-1187037,Sn3Sb,"[50, 50, 50, 51]"
mp-1040471,NaMoO3,"[11, 42, 8, 8, 8]"
mp-1018644,YBPt3,"[39, 5, 78, 78, 78]"
mp-1194936,Mg64Si32Bi,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 83]"
mp-1184411,EuMoO3,"[63, 42, 8, 8, 8]"
mp-973875,Ga3Ge,"[31, 31, 31, 32]"
mp-1183840,Ce3Er,"[58, 58, 58, 68]"
mp-1183745,Ce3Ho,"[58, 58, 58, 67]"
mp-975206,RbSbO3,"[37, 51, 8, 8, 8]"
mp-867195,SrOsO3,"[38, 76, 8, 8, 8]"
mp-865218,YbTiO3,"[70, 22, 8, 8, 8]"
mp-1018081,CrFe3,"[24, 26, 26, 26]"
mp-1184975,La3Zn,"[57, 57, 57, 30]"
mp-1183286,BaDyO3,"[56, 66, 8, 8, 8]"
mp-1016850,BaRhO3,"[56, 45, 8, 8, 8]"
mp-984713,Dy3Ga,"[66, 66, 66, 31]"
mp-1186084,Na3Yb,"[11, 11, 11, 70]"
mp-1183290,BaPtO3,"[56, 78, 8, 8, 8]"
mp-2064,RbF,"[37, 9]"
mp-1078643,RbNa3H4,"[37, 11, 11, 11, 1, 1, 1, 1]"
mp-1183737,Ce3Dy,"[58, 58, 58, 66]"
mp-1210163,Nd5Mn8(PbO8)3,"[60, 60, 60, 60, 60, 25, 25, 25, 25, 25, 25, 25, 25, 82, 82, 82, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
mp-976061,PrGe3,"[59, 32, 32, 32]"
mp-1187466,Ti3Cd,"[22, 22, 22, 48]"
mp-977573,HfH3,"[72, 1, 1, 1]"
mp-570698,V3Au,"[23, 23, 23, 79]"
mp-1184660,Ho3Ga,"[67, 67, 67, 31]"
mp-1187137,Sr3Pb,"[38, 38, 38, 82]"
mp-1186028,Na3Ga,"[11, 11, 11, 31]"
mp-10666,Mn3AgN,"[25, 25, 25, 47, 7]"
mp-571484,Ca3Hg,"[20, 20, 20, 80]"
mp-1184165,Er3Ga,"[68, 68, 68, 31]"
mp-1183767,Ce3Pm,"[58, 58, 58, 61]"
mp-30362,Zr3Ag,"[40, 40, 40, 47]"
mp-3428,SmBPd3,"[62, 5, 46, 46, 46]"
mp-10879,CeAl,"[58, 13]"
mp-11259,TiAu,"[22, 79]"
mp-12660,LuB6,"[71, 5, 5, 5, 5, 5, 5]"
mp-8454,KF,"[19, 9]"
mp-1259,YbAl3,"[70, 13, 13, 13]"
mp-1039154,MgBi,"[12, 83]"
mp-1112985,CsAuF3,"[55, 79, 9, 9, 9]"
mp-10120,NdBPd3,"[60, 5, 46, 46, 46]"
mp-2976,PrBPd3,"[59, 5, 46, 46, 46]"
mp-754696,PrTiO3,"[59, 22, 8, 8, 8]"
mp-1185006,KSr3,"[19, 38, 38, 38]"
mp-1187923,Zn3Cr,"[30, 30, 30, 24]"
mp-1094731,SrMg3,"[38, 12, 12, 12]"
mp-1040469,KMoO3,"[19, 42, 8, 8, 8]"
mp-1016853,CaVO3,"[20, 23, 8, 8, 8]"
mp-1007690,HgPt3,"[80, 78, 78, 78]"
mp-998322,CsInF3,"[55, 49, 9, 9, 9]"
mp-1013585,Sr3BiSb,"[38, 38, 38, 83, 51]"
mp-1187490,Tl3Ag,"[81, 81, 81, 47]"
mp-1039106,SnBi,"[50, 83]"
mp-861873,TaTlO3,"[73, 81, 8, 8, 8]"
mp-1187908,YbAs3,"[70, 33, 33, 33]"
mp-567939,CsSmCl3,"[55, 62, 17, 17, 17]"
mp-1206402,Mn3HgN,"[25, 25, 25, 80, 7]"
mp-20139,Mn3Ge,"[25, 25, 25, 32]"
mp-979294,SrAgO3,"[38, 47, 8, 8, 8]"
mp-8455,CsF,"[55, 9]"
mp-1020020,Li8NO3,"[3, 3, 3, 3, 3, 3, 3, 3, 7, 8, 8, 8]"
mp-11365,Ti3Cu,"[22, 22, 22, 29]"
mp-20029,SrCrO3,"[38, 24, 8, 8, 8]"
mp-20967,GdBPd3,"[64, 5, 46, 46, 46]"
mp-10903,AlPt,"[13, 78]"
mp-1183134,AlSbO3,"[13, 51, 8, 8, 8]"
mp-1018042,UBi,"[92, 83]"
mp-1013733,Ca3BiSb,"[20, 20, 20, 83, 51]"
mp-3693,HoBPd3,"[67, 5, 46, 46, 46]"
mp-1184460,Gd3Zn,"[64, 64, 64, 30]"
mp-669550,Ce3Mn(Al3Cu)8,"[58, 58, 58, 25, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 29, 29, 29, 29, 29, 29, 29, 29]"
mp-10061,ErBPd3,"[68, 5, 46, 46, 46]"
mp-10134,TmBPd3,"[69, 5, 46, 46, 46]"
mp-10060,DyBPd3,"[66, 5, 46, 46, 46]"
mp-3105,LuBPd3,"[71, 5, 46, 46, 46]"
mp-3022,TbBPd3,"[65, 5, 46, 46, 46]"
mp-1187136,Sr3Sn,"[38, 38, 38, 50]"
mp-1206517,Cu3PdN,"[29, 29, 29, 46, 7]"
mp-30083,TlBi,"[81, 83]"
mp-980063,YbDy3,"[70, 66, 66, 66]"
mp-1183210,AgHg3,"[47, 80, 80, 80]"
mp-1214902,Ag3SbTe4,"[47, 47, 47, 51, 52, 52, 52, 52]"
mp-1186897,RbRhO3,"[37, 45, 8, 8, 8]"
mp-1103513,Li3(Mg2Si)4,"[3, 3, 3, 12, 12, 12, 12, 12, 12, 12, 12, 14, 14, 14, 14]"
mp-37214,MnPbO3,"[25, 82, 8, 8, 8]"
mp-1021489,IrO3,"[77, 8, 8, 8]"
mp-1247635,Ca8TiMn7O24,"[20, 20, 20, 20, 20, 20, 20, 20, 22, 25, 25, 25, 25, 25, 25, 25, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
mp-1185553,Cs3Hg,"[55, 55, 55, 80]"
mp-542584,EuTl,"[63, 81]"
mp-1017465,BaVO3,"[56, 23, 8, 8, 8]"
mp-976592,K3Ag,"[19, 19, 19, 47]"
mp-984518,Ga3Cu,"[31, 31, 31, 29]"
mp-1096825,B6Pb,"[5, 5, 5, 5, 5, 5, 82]"
mp-978952,SnPbO3,"[50, 82, 8, 8, 8]"
mp-20821,NpGa3,"[93, 31, 31, 31]"
mp-1186106,MoPbO3,"[42, 82, 8, 8, 8]"
mp-2929,BaTbO3,"[56, 65, 8, 8, 8]"
mp-1099934,CaCoO3,"[20, 27, 8, 8, 8]"
mp-1184068,Dy3Bi,"[66, 66, 66, 83]"
mp-1183974,GaBi3,"[31, 83, 83, 83]"
mp-1099254,Mg3CoO4,"[12, 12, 12, 27, 8, 8, 8, 8]"
mp-1017467,CaMnO3,"[20, 25, 8, 8, 8]"
mp-1008752,CeTe,"[58, 52]"
mp-976856,NaMg3,"[11, 12, 12, 12]"
mp-1187561,YbGaO3,"[70, 31, 8, 8, 8]"
mp-1183393,BaTlO3,"[56, 81, 8, 8, 8]"
mp-1183629,CdBi3,"[48, 83, 83, 83]"
mp-1013584,Ba3BiSb,"[56, 56, 56, 83, 51]"
mp-997588,La8Al7BO24,"[57, 57, 57, 57, 57, 57, 57, 57, 13, 13, 13, 13, 13, 13, 13, 5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
mp-974842,KPtO3,"[19, 78, 8, 8, 8]"
mp-1184864,K3Ba,"[19, 19, 19, 56]"
mp-998881,K,[19]
mp-1187766,Y3Ga,"[39, 39, 39, 31]"
mp-1099668,SmNiO3,"[62, 28, 8, 8, 8]"
mp-972087,ZrH3,"[40, 1, 1, 1]"
mp-1185297,LiAcO3,"[3, 89, 8, 8, 8]"
mp-1247690,SrCa7Mn8O24,"[38, 20, 20, 20, 20, 20, 20, 20, 25, 25, 25, 25, 25, 25, 25, 25, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
mp-10376,Cr3SnN,"[24, 24, 24, 50, 7]"
mp-1184993,La3Ag,"[57, 57, 57, 47]"
mp-1187508,TlAu3,"[81, 79, 79, 79]"
mp-981390,HgBi3,"[80, 83, 83, 83]"
mp-1196681,Ba6Fe25S27,"[56, 56, 56, 56, 56, 56, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]"
mp-11260,Ti3Au,"[22, 22, 22, 79]"
mp-1013586,Ba3AsP,"[56, 56, 56, 33, 15]"
mp-1120765,BaNiO3,"[56, 28, 8, 8, 8]"
mp-971951,Zr3Pt,"[40, 40, 40, 78]"
mp-1076706,SmCuO3,"[62, 29, 8, 8, 8]"
mp-1076131,La7SmV8O24,"[57, 57, 57, 57, 57, 57, 57, 62, 23, 23, 23, 23, 23, 23, 23, 23, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8]"
mp-1007974,CrNi3,"[24, 28, 28, 28]"
mp-1187515,YbSnO3,"[70, 50, 8, 8, 8]"
mp-1016852,BaMnO3,"[56, 25, 8, 8, 8]"
mp-1187226,SrReO3,"[38, 75, 8, 8, 8]"
mp-23729,NaBeH3,"[11, 4, 1, 1, 1]"
mp-10,As,[33]
mp-1183514,Ca3Y,"[20, 20, 20, 39]"
mp-1111644,RbAuF3,"[37, 79, 9, 9, 9]"
mp-1183775,Ce3Hf,"[58, 58, 58, 72]"
mp-975802,PrSb3,"[59, 51, 51, 51]"
mp-1183549,CaTb3,"[20, 65, 65, 65]"
mp-1078915,Ba3CaO4,"[56, 56, 56, 20, 8, 8, 8, 8]"
mp-971803,ZnHg3,"[30, 80, 80, 80]"
mp-1184461,Gd3Au,"[64, 64, 64, 79]"
mp-1099255,Mg3CdO4,"[12, 12, 12, 48, 8, 8, 8, 8]"
mp-1187207,SrPr3,"[38, 59, 59, 59]"
mp-981209,Ti3Ni,"[22, 22, 22, 28]"
mp-1184578,Ho3Bi,"[67, 67, 67, 83]"
mp-1184965,LaZnO3,"[57, 30, 8, 8, 8]"
mp-1009008,LaTe,"[57, 52]"
mp-21087,UAs,"[92, 33]"
mp-20366,Sm3Ga,"[62, 62, 62, 31]"
mp-982665,K3In,"[19, 19, 19, 49]"
mp-1183679,CrH3,"[24, 1, 1, 1]"
mp-1247483,Ni3SbN,"[28, 28, 28, 51, 7]"
mp-552676,LaFeO3,"[57, 26, 8, 8, 8]"
mp-1187562,YbCuO3,"[70, 29, 8, 8, 8]"
mp-1184168,ErBi3,"[68, 83, 83, 83]"
mp-1038879,Ca3Zn,"[20, 20, 20, 30]"
mp-1065741,NbFe3,"[41, 26, 26, 26]"
mp-999294,Pd3N,"[46, 46, 46, 7]"
mp-1183064,Ac3Au,"[89, 89, 89, 79]"
mp-977117,NaTeO3,"[11, 52, 8, 8, 8]"
mp-1187192,SrSbO3,"[38, 51, 8, 8, 8]"
mp-1206805,Mn3SbN,"[25, 25, 25, 51, 7]"
mp-580287,Zr3Cu,"[40, 40, 40, 29]"
mp-559946,KCoF3,"[19, 27, 9, 9, 9]"
